id_convocatoria,cui
1131720,2594366
1131735,2667305
1131736,2644834
1131740,2639487
1131746,2472312
1131751,2665963
1131758,2679597
1131759,2640987
1131762,2642289
1131763,2195220
1131766,2626429
1131767,2625046
1131777,2626519
1131797,2669158
1131804,2466200
1131819,2650627
1131823,2449573
1131825,2622963
1131836,2244144
1131862,2669256
1131871,2596768
1131874,2130855
1131880,2235746
1131912,2663420
1131922,2599229
1131926,2627143
1131927,2694339
1131937,2675430
1131946,2513381
1131954,2647075
1131963,2688385
1131968,2574855
1131976,2635433
1131985,2665790
1132009,2629347
1132023,2545882
1132029,2652573
1132043,2652999
1132051,2652543
1132052,2472247
1132058,2631015
1132061,2575632
1132062,2593966
1132065,2649499
1132070,2650699
1132087,2640677
1132089,2661792
1132110,2674965
1132113,2595709
1132115,2664282
1132124,2640839
1132142,2495363
1132143,2639823
1132150,2644635
1132151,2383051
1132162,2635022
1132167,2675485
1132168,2675436
1132169,2675427
1132185,2323700
1132192,2615307
1132198,2587484
1132208,2667410
1132216,2635265
1132225,2647075
1132230,2699064
1132231,2569027
1132232,2678985
1132234,2669395
1132238,2519094
1132246,2684953
1132249,2640275
1132252,2667877
1132262,2574494
1132285,2675711
1132289,2623352
1132309,2635237
1132321,2656246
1132332,2621389
1132340,2518862
1132342,2234524
1132345,2600222
1132346,2634412
1132347,2635263
1132355,2215627
1132359,2573436
1132363,2188542
1132364,2664168
1132367,2493973
1132379,2677762
1132387,2593645
1132390,2625233
1132392,2636285
1132401,2554319
1132404,2660449
1132405,2656245
1132415,2648084
1132416,2656249
1132430,2519275
1132433,2403962
1132435,2638161
1132438,2289989
1132446,2561416
1132450,2638594
1132451,2656274
1132455,2628718
1132466,2499971
1132469,2645099
1132471,2628492
1132474,2472507
1132481,2380931
1132484,2662427
1132490,2642043
1132492,2094811
1132497,2344701
1132500,2649344
1132504,2649056
1132516,2508561
1132517,2535925
1132522,2638001
1132540,2544573
1132541,2680979
1132546,2651106
1132561,2534445
1132571,2656241
1132579,2656240
1132582,2684614
1132617,2639146
1132618,2493231
1132620,2613817
1132623,2531093
1132656,2519275
1132659,2666435
1132670,2477607
1132678,2642055
1132682,2645865
1132687,2620880
1132693,2655586
1132695,2504635
1132705,2486406
1132711,2662970
1132717,2664425
1132718,2636752
1132720,2417909
1132721,2686063
1132722,2519275
1132739,2659682
1132745,2510347
1132761,5006064
1132768,2482654
1132794,2406897
1132812,2630929
1132815,2678836
1132822,2629347
1132827,2561416
1132834,2691213
1132836,2652544
1132844,2497213
1132849,2658852
1132864,5005064
1132884,2682639
1132887,2590280
1132890,2640251
1132913,2539549
1132918,2606589
1132925,2475425
1132938,2697492
1132939,2432706
1132959,2486777
1132961,2633649
1132962,2448949
1132972,2697492
1132980,2697492
1132983,2697492
1132993,2251828
1133003,2666266
1133005,2637427
1133015,2500114
1133025,2194462
1133030,2289661
1133043,2540720
1133046,2629347
1133061,2433122
1133063,2629347
1133070,2635262
1133071,2539900
1133095,2539900
1133110,2695529
1133147,2567356
1133162,2564842
1133164,2688651
1133206,2650667
1133223,2693055
1133228,2656845
1133241,2475425
1133249,2526144
1133256,2659565
1133258,2323700
1133262,2637193
1133275,2655481
1133284,2532191
1133290,"2635976,2636002"
1133293,2234523
1133300,2393340
1133312,2502175
1133319,2690612
1133320,2686184
1133323,2636573
1133328,2677956
1133330,"2593645,2609333"
1133336,2557240
1133347,2652303
1133349,2234524
1133351,2672288
1133359,2673285
1133375,2234524
1133376,2193159
1133377,2644845
1133388,2671948
1133401,2540305
1133413,2594219
1133421,2094811
1133428,2627910
1133441,2608806
1133444,2283110
1133455,2195220
1133459,2685468
1133461,2527553
1133464,2638121
1133466,2411335
1133471,2685954
1133483,2623189
1133487,2179263
1133488,2621608
1133489,2503915
1133491,2636266
1133493,2635866
1133494,2694630
1133495,2632073
1133498,2672715
1133503,2574959
1133512,2573616
1133517,2658588
1133522,2193159
1133525,2686735
1133526,2663129
1133536,2480403
1133551,2638149
1133554,2414306
1133556,2684089
1133558,2646358
1133579,2323700
1133585,2461491
1133594,2275261
1133596,2661359
1133611,2671948
1133613,2689592
1133648,2651638
1133664,2597154
1133679,2503915
1133681,2334719
1133694,2234524
1133701,2653155
1133703,2328099
1133710,2621770
1133723,2538958
1133730,2234524
1133745,2509015
1133754,2632820
1133764,2540605
1133771,2520451
1133781,2641554
1133802,2163760
1133803,2670191
1133814,2312437
1133817,2656934
1133818,2571904
1133824,2689742
1133826,2622282
1133832,2642125
1133837,2609333
1133844,2521936
1133846,2659064
1133847,2686773
1133859,2641635
1133888,2531093
1133889,2638594
1133902,2661618
1133903,2640930
1133911,2636579
1133912,2664419
1133917,2636764
1133921,2666410
1133924,2357092
1133934,2498431
1133936,2676884
1133942,2682194
1133967,2515451
1133988,2673300
1133989,2215627
1133992,2639341
1133993,2595402
1134000,2491159
1134009,2632755
1134031,2672612
1134033,2602390
1134052,2268485
1134058,2595648
1134062,2580014
1134069,2332660
1134072,2664203
1134076,2684953
1134081,2698139
1134091,2627351
1134099,2622001
1134111,2631626
1134124,2686815
1134128,2675711
1134130,2694419
1134131,2171553
1134141,2171553
1134147,5005865
1134150,2514639
1134154,2522989
1134155,2699122
1134166,2689313
1134170,2636002
1134174,2491244
1134184,2472105
1134187,2690160
1134188,2643938
1134189,2479852
1134196,"2681638,2681715,2683973"
1134199,2537454
1134202,2498431
1134212,"2665197,2665235,2665262,2665269"
1134224,2653993
1134226,2680979
1134228,2283110
1134232,2614467
1134234,2676413
1134256,2688535
1134259,2689433
1134261,2301177
1134265,2688536
1134270,2664389
1134271,2637673
1134272,2630013
1134275,2640373
1134290,2630013
1134294,2636561
1134299,2511053
1134303,2640607
1134304,2639552
1134311,2589021
1134314,2537840
1134316,"2594070,2594515"
1134323,2643203
1134337,2688635
1134338,2684470
1134350,2649488
1134355,2509015
1134396,2485997
1134421,2328964
1134422,2675972
1134435,2635498
1134446,5005865
1134451,2635178
1134463,2328981
1134471,2329289
1134477,2591754
1134479,2636066
1134496,2517070
1134500,2578187
1134521,2636330
1134522,2508425
1134527,2636889
1134536,2688676
1134540,2378970
1134543,2644390
1134549,2563401
1134556,2695530
1134588,2506106
1134602,2439878
1134603,2496422
1134607,2621887
1134627,2637383
1134654,2621820
1134655,2495688
1134656,2411335
1134661,2692343
1134670,2627338
1134680,2432706
1134683,2636971
1134695,2638594
1134708,2677461
1134712,2323700
1134723,2616453
1134735,2115876
1134765,2657869
1134786,2458508
1134806,2598426
1134808,2567851
1134810,2690082
1134819,2688989
1134820,2693249
1134825,2619609
1134844,2303585
1134863,2542331
1134890,2630013
1134895,2639866
1134898,2332458
1134903,2670031
1134912,2640075
1134917,2652770
1134931,2545489
1134940,2574040
1134943,2660503
1134944,2636463
1134963,2608143
1134966,2677745
1134968,2627143
1134969,2628678
1134970,2639727
1134971,2664282
1134973,2671375
1134974,2639807
1134975,2491159
1134979,2653213
1134980,2510094
1134982,"2574040,2574070"
1134994,2696025
1135001,2639741
1135051,2650926
1135058,2641438
1135065,2659565
1135106,2649333
1135112,2664333
1135115,"2608098,2608149"
1135117,2569955
1135123,2504553
1135126,2454103
1135149,2537840
1135156,2307353
1135175,2692357
1135176,"2596639,2596939"
1135182,2472312
1135183,2480490
1135191,2615292
1135192,2547950
1135193,2174717
1135198,2639840
1135203,2692828
1135212,"2656348,2659533"
1135223,2602026
1135237,2525669
1135239,2542110
1135249,2653337
1135266,2473514
1135282,2601909
1135289,2589034
1135297,2588045
1135312,2558797
1135319,2681881
1135321,2323700
1135323,2635266
1135326,2638552
1135339,2594406
1135355,2547600
1135386,2280767
1135387,2655718
1135394,2660832
1135427,2640094
1135431,2436655
1135440,2648359
1135442,2671750
1135443,2642303
1135446,2637341
1135465,2632173
1135467,2575758
1135482,2686546
1135504,2623240
1135509,2541674
1135518,2632574
1135525,2694449
1135532,2544573
1135534,2686414
1135541,2643965
1135544,2574084
1135546,2631367
1135550,2660226
1135557,2672887
1135561,2552782
1135566,2628192
1135567,2535664
1135571,2590163
1135573,2526897
1135580,2612334
1135581,2647463
1135584,2562930
1135586,2688571
1135597,2674988
1135600,2461491
1135605,2638886
1135627,2645331
1135648,2677857
1135668,2485912
1135670,2323700
1135676,2574040
1135688,2574084
1135693,2677066
1135695,2639751
1135700,2577240
1135714,2285186
1135722,2669535
1135730,5006064
1135732,2658565
1135744,2283110
1135765,2689602
1135776,2652770
1135787,2635000
1135788,2657393
1135793,2685771
1135797,2660844
1135798,2686530
1135801,2638894
1135807,2652770
1135811,2674901
1135816,2640275
1135836,2609333
1135840,2604798
1135844,2677061
1135855,2293124
1135859,2567975
1135864,2647565
1135870,2636061
1135872,2436655
1135881,2609333
1135889,2522286
1135893,2694685
1135897,2648312
1135917,2629947
1135918,2510729
1135919,2645158
1135926,2479852
1135932,2344613
1135935,"2668513,2668560,2670136,2673169"
1135939,2496443
1135945,2674965
1135948,2398080
1135949,2606537
1135957,2332680
1135969,2568659
1135972,2644936
1135974,2652757
1135976,2620493
1135978,2569555
1135984,2451541
1135991,2690670
1136009,2469579
1136010,2358116
1136014,2666266
1136030,2644981
1136032,2639951
1136049,2323700
1136051,2664733
1136055,2335392
1136063,2698775
1136065,2666042
1136067,2696051
1136068,2635967
1136069,2644282
1136072,2679597
1136077,2644588
1136079,2474094
1136082,2587982
1136088,2385673
1136117,2689178
1136118,2323700
1136120,2629689
1136134,2494177
1136135,2344324
1136136,2599924
1136141,2558957
1136154,2488232
1136158,2518441
1136161,2689306
1136166,2646751
1136189,2611481
1136220,2653947
1136232,2671673
1136243,2252355
1136257,2651770
1136262,2514428
1136280,2640803
1136286,2509786
1136301,2570978
1136303,2672610
1136311,2669389
1136312,2179366
1136316,2646280
1136318,2662479
1136321,2657636
1136325,2678836
1136326,5006064
1136347,2564420
1136372,2385673
1136373,2293124
1136396,2629983
1136410,2351011
1136411,2633857
1136426,2561639
1136430,2686345
1136447,2647843
1136449,2605488
1136459,2586207
1136461,2667463
1136470,2559663
1136482,2539015
1136487,2641333
1136490,2605539
1136495,2503915
1136503,2606589
1136508,2486406
1136511,2679906
1136513,2594724
1136518,2662804
1136534,2661343
1136555,2656699
1136556,2654823
1136581,2672288
1136582,2574030
1136589,2687194
1136593,2554612
1136607,2668201
1136616,2645659
1136622,2679103
1136643,2616416
1136644,2616416
1136655,2659731
1136656,2486075
1136659,2668667
1136678,2689921
1136682,2635337
1136683,2506077
1136706,"2561639,2621995"
1136715,2671274
1136733,2636764
1136755,2671539
1136760,2647102
1136772,2419308
1136783,2687567
1136800,2675887
1136805,2460545
1136807,2603171
1136809,2506077
1136817,2657408
1136821,2509786
1136827,2540305
1136830,2644992
1136839,2544773
1136854,2472464
1136860,2604798
1136861,2539767
1136870,2599757
1136877,2596780
1136884,2637427
1136894,2610459
1136898,2199891
1136901,2480490
1136909,2480490
1136917,2645158
1136919,2453380
1136924,2557948
1136925,2652770
1136937,5006064
1136949,2669407
1136970,2522919
1137041,2503915
1137042,2663723
1137055,2645801
1137081,2639533
1137106,2335401
1137114,2078579
1137125,2666902
1137130,2663009
1137140,2544505
1137144,2472464
1137152,2439545
1137166,2669051
1137169,2570047
1137198,2612911
1137218,2662174
1137222,2556811
1137223,2507512
1137224,2599011
1137236,2643875
1137271,2627560
1137273,2624563
1137275,2669291
1137276,2235746
1137283,2639370
1137288,2640123
1137289,2544505
1137297,2480499
1137301,2115876
1137336,2677675
1137345,2684953
1137346,2691956
1137348,2340966
1137354,2518837
1137355,2544640
1137359,2454755
1137368,2327505
1137374,2491093
1137378,2383051
1137379,2595095
1137389,2635193
1137392,2432706
1137396,2435090
1137398,2246147
1137401,2642565
1137408,2590163
1137417,2600222
1137420,2228232
1137426,2601020
1137427,2500236
1137428,2674441
1137434,2685479
1137441,2562930
1137452,2590163
1137462,2663715
1137473,2412958
1137475,2575231
1137477,2689030
1137480,2669787
1137485,2506806
1137492,2623367
1137500,"2661290,2661345,2661403,2661422,2661465,2661471"
1137502,2633035
1137509,2455451
1137522,2594120
1137523,2340966
1137525,2635743
1137527,2450189
1137529,"2688053,2688582"
1137530,2661359
1137531,2593611
1137543,2674865
1137550,2629603
1137558,2685232
1137566,2500953
1137568,2626018
1137590,2657233
1137598,2511179
1137601,2690268
1137603,2679305
1137611,2650639
1137623,2633649
1137629,2586604
1137635,2251367
1137638,2383051
1137640,2602390
1137650,2668931
1137651,2551136
1137655,2337885
1137659,2626018
1137663,2600222
1137664,2293124
1137666,2536051
1137678,2491318
1137683,2461452
1137684,2565207
1137696,2686184
1137697,2636272
1137701,2640631
1137703,2656070
1137704,2656869
1137708,2698967
1137721,2685581
1137722,2323700
1137724,2681695
1137728,2412953
1137730,2647372
1137733,2679681
1137740,2680650
1137749,2489123
1137755,2667860
1137761,2638192
1137769,2505510
1137770,2627095
1137790,2643530
1137806,2479852
1137809,2636005
1137839,2361771
1137848,2506806
1137852,2640607
1137855,2610029
1137856,2323700
1137863,2636413
1137867,2698498
1137881,2631860
1137883,2639049
1137884,2593896
1137890,2635076
1137893,2696366
1137901,2634304
1137905,2674988
1137909,2622120
1137910,2693065
1137918,2268485
1137922,2412958
1137936,2488196
1137952,2383051
1137954,2684393
1137960,2690230
1137962,2528666
1137982,2609333
1137992,2690594
1137996,2381347
1137998,2667272
1138004,2650855
1138005,"0101027,2641283"
1138020,2623680
1138023,2670129
1138053,2595476
1138054,2648521
1138073,2639423
1138081,2696306
1138084,2610959
1138085,2660887
1138088,2531920
1138090,2662396
1138093,2628497
1138102,2598677
1138112,2639177
1138113,2634373
1138125,5006064
1138140,2661359
1138145,2327505
1138149,2655280
1138183,2690722
1138194,2531415
1138200,2115876
1138210,2688885
1138223,2616477
1138224,2694946
1138228,2556790
1138240,2685042
1138247,2694946
1138254,2671714
1138255,2361679
1138259,2651106
1138260,2590427
1138273,5006064
1138280,2503754
1138291,2323700
1138292,2090825
1138293,2323700
1138297,2636517
1138300,2688982
1138305,2567470
1138306,2636296
1138308,2634807
1138316,2586604
1138324,2553144
1138329,2599374
1138332,2667101
1138337,2680345
1138340,2586604
1138341,2657823
1138343,2685634
1138345,2685633
1138346,2556505
1138349,2692200
1138352,2690432
1138363,2637362
1138368,2616484
1138371,2616484
1138396,2595638
1138399,2595638
1138406,2682312
1138409,2601941
1138419,2676659
1138426,2695196
1138432,2664419
1138435,2616987
1138439,2595638
1138442,2639109
1138449,2638086
1138453,2634912
1138455,2585928
1138458,2695530
1138469,2696550
1138475,2665358
1138494,2579856
1138496,2604728
1138497,2678264
1138502,2688567
1138503,2639343
1138506,2657773
1138509,2676502
1138532,2637742
1138541,2675711
1138543,2419180
1138544,2628124
1138547,2634354
1138548,2530720
1138549,2680997
1138556,2443168
1138568,2690393
1138573,2649557
1138575,2681347
1138580,2669389
1138593,2634182
1138598,2673658
1138599,2687982
1138604,2178712
1138614,2559663
1138615,2618192
1138648,2677070
1138667,2640373
1138678,2639473
1138686,2624235
1138688,2634931
1138702,2686345
1138706,2634357
1138723,2634386
1138740,2663819
1138744,2639769
1138753,2488682
1138755,2637374
1138757,2538526
1138759,2639049
1138762,2636764
1138767,2557657
1138768,2647796
1138769,2693715
1138773,2684111
1138792,2685483
1138801,2634292
1138804,2623499
1138805,2556677
1138808,2684159
1138811,2669063
1138812,2683784
1138829,2524047
1138831,2613526
1138834,2640487
1138837,2670163
1138843,2647463
1138844,2603356
1138845,2541665
1138855,2663423
1138859,2646104
1138877,2630276
1138883,2669035
1138885,2565252
1138893,2367088
1138896,2668881
1138901,2677360
1138907,"2638748,2639610"
1138915,2606589
1138916,2673322
1138917,2594335
1138918,2656845
1138921,2594406
1138923,2658461
1138924,2510729
1138929,2338683
1138932,2665798
1138936,2606887
1138937,2625879
1138939,2664440
1138953,2215627
1138960,2664105
1138967,2250293
1138971,2662634
1138986,2657313
1139011,2412958
1139021,2553346
1139027,2542597
1139029,2636941
1139041,2645039
1139043,2652543
1139044,2642184
1139046,2652527
1139050,2615502
1139051,2605123
1139087,2498892
1139091,2548865
1139101,2613734
1139103,2677745
1139105,2344613
1139106,2675733
1139107,2697745
1139116,2639292
1139118,2499971
1139119,2656900
1139138,2131953
1139141,2508710
1139150,2652606
1139172,2671674
1139178,2691317
1139186,2627013
1139187,2689306
1139190,2678214
1139195,2553144
1139208,2678218
1139209,2691310
1139219,2662052
1139228,2687650
1139229,2696224
1139241,2657632
1139243,2604342
1139244,2556179
1139247,2625587
1139252,2682492
1139258,2569555
1139271,2662495
1139272,2639284
1139273,2639499
1139275,2637746
1139279,2608353
1139280,2694645
1139288,2678292
1139300,2666208
1139302,2421518
1139309,2660230
1139312,2443531
1139316,2650437
1139317,2443168
1139318,2659676
1139319,2618074
1139321,2640973
1139331,2687979
1139353,2574030
1139354,2635639
1139355,2643053
1139364,2489714
1139378,2564482
1139379,2677731
1139381,2186641
1139382,2630929
1139400,2263802
1139421,2594026
1139422,2684953
1139429,2626350
1139433,2338528
1139441,2454881
1139449,2688831
1139457,2473696
1139461,2615760
1139462,2403368
1139463,2640161
1139466,2630013
1139468,2691406
1139471,2275261
1139475,2486406
1139476,2698413
1139479,2672335
1139493,2412953
1139501,2689822
1139502,2660874
1139503,2593735
1139508,2651237
1139511,2635126
1139522,2653996
1139531,2332811
1139542,2393340
1139551,2666628
1139553,2344701
1139557,2566289
1139558,2683853
1139567,2513158
1139583,2526737
1139589,2694419
1139593,2651847
1139594,2528591
1139621,2608906
1139625,2680276
1139629,2640950
1139641,2491159
1139643,2652687
1139650,2677730
1139651,2654484
1139658,2335880
1139664,2678703
1139667,2658584
1139669,2654197
1139670,2554771
1139674,2323700
1139676,2688021
1139677,2323700
1139679,2682931
1139685,2651219
1139695,2631211
1139700,2574671
1139701,2673009
1139704,2594061
1139708,2679908
1139718,2677745
1139727,2638140
1139730,2323700
1139746,"2665197,2665235,2665262,2665269"
1139760,2642121
1139762,"2652831,2665247"
1139771,2689306
1139794,2626147
1139801,2595263
1139805,2639434
1139813,2467316
1139829,2275261
1139831,2357322
1139833,2233835
1139851,2660395
1139864,2549816
1139866,2668491
1139883,2576334
1139886,2669969
1139888,2446795
1139901,2641490
1139912,2633122
1139916,2669582
1139926,"2667625,2672765,2674461,2674494"
1139937,2314622
1139959,2595338
1139966,2317532
1139977,2215894
1139982,2606029
1139986,2496719
1139997,2659150
1140004,2602390
1140005,2638001
1140008,2321548
1140010,2664736
1140011,2624155
1140021,2675386
1140026,2657229
1140027,2496719
1140041,2179366
1140044,2601606
1140051,2695212
1140052,2466200
1140056,2436456
1140062,2215017
1140064,2617100
1140070,2669931
1140071,2262078
1140074,2636729
1140079,2677793
1140100,2676520
1140109,2656404
1140113,2693249
1140130,2697213
1140134,2697213
1140136,2381620
1140143,2246798
1140146,2669099
1140148,2663568
1140155,2613765
1140160,2335880
1140162,2615292
1140164,2636716
1140169,2188542
1140178,2645396
1140182,2641828
1140183,2187217
1140194,2651059
1140195,2585928
1140198,"2543833,2653950,2653951,2653969,2670355,2678573"
1140212,2595638
1140218,2469478
1140243,2653654
1140246,2682045
1140248,2517323
1140255,2685523
1140323,2587254
1140326,2460861
1140330,2623081
1140332,2096379
1140345,2684089
1140347,2613105
1140349,2519625
1140352,2433450
1140356,2663758
1140357,2688571
1140367,2699122
1140389,2475425
1140393,2633338
1140396,2681093
1140410,2536052
1140411,2693249
1140424,2479852
1140438,2610272
1140453,2686293
1140463,2608990
1140467,2234524
1140472,2675887
1140480,2679160
1140484,2670455
1140485,2688368
1140487,2634345
1140495,2630691
1140497,2631075
1140501,2640961
1140505,2246026
1140508,2679597
1140511,2648456
1140527,2669009
1140529,2574328
1140532,2685517
1140547,2166063
1140551,2640932
1140552,2633316
1140556,2597893
1140557,2335880
1140558,2662798
1140560,2643196
1140562,2623367
1140563,2662477
1140576,2635322
1140577,2620960
1140578,2357330
1140582,2636578
1140592,2652853
1140593,2683412
1140594,2678543
1140607,2632452
1140617,2685838
1140624,2565252
1140627,2199891
1140628,2635037
1140640,2635049
1140645,2635180
1140676,2592065
1140678,2627700
1140685,2417765
1140697,2539293
1140710,2592669
1140716,2674999
1140718,2659731
1140719,2655905
1140730,2593240
1140734,2650552
1140735,2627946
1140750,2506806
1140754,2612761
1140760,2531415
1140762,2578187
1140772,2346405
1140786,2686866
1140788,2576151
1140795,2625818
1140797,2465678
1140806,2604798
1140807,2667101
1140809,2530162
1140810,2635605
1140811,2659368
1140815,2569933
1140823,2605268
1140825,2617035
1140826,2623868
1140843,2592708
1140849,2632596
1140858,2275261
1140863,2626244
1140869,2609089
1140878,2599924
1140880,2186641
1140883,2677857
1140886,2334208
1140888,2636764
1140891,2094811
1140903,2638908
1140904,2652266
1140911,2344613
1140923,2308865
1140924,2674872
1140926,2635798
1140929,2596684
1140933,2539972
1140938,2573616
1140942,2446205
1140943,2344324
1140954,2656241
1140968,2681108
1140970,2527553
1140971,2624782
1140972,2589529
1140973,2652837
1140976,2634266
1140981,2606589
1140984,2323700
1140985,2614587
1140988,2575205
1140992,2639146
1140993,2157883
1140995,2605154
1140999,2671132
1141002,2587764
1141004,2648774
1141007,2681572
1141009,2687706
1141027,2691017
1141030,2685140
1141035,2591431
1141037,2668201
1141045,2576145
1141046,2342275
1141048,2635528
1141049,2393340
1141050,2631211
1141056,2486406
1141064,2687868
1141070,2479388
1141072,2568428
1141078,2670219
1141080,2665950
1141082,2411335
1141094,2693515
1141096,2628122
1141105,2673323
1141108,2519701
1141113,2675721
1141118,2675289
1141119,2568555
1141127,2653337
1141130,"2484474,2489229"
1141131,2669714
1141134,2675435
1141136,2640816
1141140,2217482
1141161,2610327
1141170,2680806
1141172,2627250
1141178,2570395
1141181,2433450
1141183,2693653
1141186,2668861
1141198,2604704
1141203,2664425
1141205,2591397
1141212,2643673
1141222,2694401
1141227,2404239
1141234,2508563
1141235,2541665
1141244,2609113
1141270,2617972
1141276,2650038
1141277,2508051
1141292,2609333
1141300,2658660
1141304,2162855
1141314,2641259
1141315,2661729
1141316,2302217
1141319,2690209
1141325,2572238
1141326,2471404
1141328,2617539
1141337,2675425
1141349,2635498
1141357,2303004
1141358,2447883
1141367,2411335
1141371,2619007
1141372,2376545
1141374,2543158
1141376,2615292
1141393,2613203
1141394,2629347
1141404,2564802
1141418,2188542
1141419,2629347
1141421,2570043
1141422,2216828
1141423,2616989
1141425,2610864
1141428,2488232
1141431,2626421
1141436,2665389
1141462,2607372
1141473,2691680
1141496,2565252
1141498,2606366
1141500,2610684
1141501,2562016
1141505,2436655
1141507,2541498
1141520,2336294
1141527,2559866
1141532,2666187
1141537,2641646
1141542,2486406
1141544,2683876
1141554,2640554
1141558,2684390
1141560,"2670900,2671074,2671828"
1141562,2676013
1141567,2540605
1141572,2641041
1141573,2658786
1141582,2599464
1141592,2684142
1141612,2634928
1141615,2675436
1141620,2662622
1141621,2413964
1141638,2697505
1141639,2601335
1141644,2234524
1141645,2586604
1141650,"2681632,2681646,2681663,2681678,2681687,2683972,2685565"
1141656,2595884
1141659,2540305
1141660,2676311
1141667,2688543
1141669,2629347
1141671,2678836
1141685,2586604
1141690,2690160
1141693,2653152
1141696,2644615
1141699,"2681632,2681646,2681652,2681678,2683972,2685565"
1141707,2567387
1141709,2652262
1141714,2323700
1141718,2599541
1141719,2586604
1141720,2629347
1141725,2237340
1141734,2634262
1141736,2694635
1141738,2679132
1141740,2501573
1141743,2694418
1141745,"2681672,2681673,2681686,2681699,2685558,2685559,2685561,2685570,2685655"
1141747,2530470
1141754,2594962
1141755,2510596
1141757,2480499
1141772,2570978
1141775,2634931
1141777,2669133
1141779,2343495
1141784,2338344
1141802,2555212
1141805,2263802
1141808,2669931
1141813,2685736
1141814,2216968
1141829,2697511
1141830,2697236
1141831,2569250
1141834,2697510
1141836,2639049
1141838,2608355
1141857,2656604
1141858,2678180
1141865,2567387
1141879,2695530
1141887,2559904
1141902,2660063
1141928,2502175
1141938,2502043
1141940,2344621
1141952,2676523
1141953,2167295
1141955,2634354
1141971,2671298
1141972,2664410
1141978,2692200
1141996,2669481
1141997,2446543
1142012,2669787
1142020,2456299
1142031,2664913
1142032,2182577
1142038,2650653
1142050,2561699
1142067,2403962
1142080,2639292
1142084,2488674
1142085,2690722
1142091,2183351
1142096,2336294
1142097,2636877
1142104,2637795
1142106,2647359
1142112,2329289
1142133,2654045
1142139,2361679
1142148,2687488
1142149,2696020
1142161,2486406
1142172,2594120
1142186,2633075
1142192,2521936
1142194,2163760
1142200,2587367
1142207,2685578
1142215,2627560
1142219,2323700
1142226,2628441
1142240,2678218
1142242,2430668
1142268,2637944
1142292,2691013
1142299,2601339
1142306,2150106
1142309,2633854
1142312,2457977
1142316,2665393
1142319,2648084
1142340,2416816
1142350,2672612
1142366,2693550
1142368,2654874
1142385,2609375
1142390,2605477
1142399,2553715
1142407,2665358
1142420,2660672
1142422,2528530
1142431,2411336
1142433,2678589
1142436,2289661
1142461,2521936
1142466,5006064
1142470,2686527
1142489,2497173
1142494,2669017
1142498,2596992
1142499,2639449
1142505,2685799
1142507,2628497
1142511,2621754
1142520,2688555
1142523,"2638151,2638152"
1142524,2631092
1142533,2547600
1142536,2680649
1142537,2622705
1142538,"2593645,2609333,2612673,2624155"
1142551,2336294
1142555,2332780
1142559,2517323
1142560,2567851
1142562,2487112
1142563,2627388
1142571,2336294
1142581,2539972
1142584,2553094
1142594,2688896
1142601,2645715
1142609,2638121
1142613,2606991
1142614,2489123
1142615,2655905
1142621,2596329
1142630,2484920
1142631,2263802
1142638,2617062
1142639,2671363
1142641,2651518
1142655,2675553
1142656,2616987
1142661,2636573
1142670,2491159
1142672,2546913
1142676,2645396
1142677,2377716
1142681,2540380
1142683,2557657
1142691,2536234
1142694,2178029
1142751,2646605
1142754,2624155
1142755,2636579
1142758,2647567
1142761,2684815
1142768,2636561
1142782,2676520
1142784,2657830
1142788,2641341
1142794,2678875
1142799,2586815
1142803,2636557
1142811,2612673
1142825,2620550
1142844,2629520
1142850,2553912
1142853,2677403
1142863,2642927
1142866,2647935
1142867,2456510
1142885,2633304
1142892,2446543
1142898,2470845
1142899,2323910
1142905,2603174
1142913,"2686972,2687972"
1142918,2691690
1142926,2653509
1142927,2545635
1142932,2677773
1142946,2685375
1142947,2662089
1142952,2653603
1142960,2642137
1142972,2332458
1142974,"2670761,2670769,2671349"
1142977,2455353
1142981,2634060
1142987,"2341738,2605154"
1142988,2506806
1142996,2688536
1142998,2539972
1143002,2668381
1143003,2572270
1143013,2654087
1143015,2556677
1143016,2115876
1143018,2636729
1143024,2669446
1143040,2642653
1143044,2636716
1143053,2677483
1143059,2607007
1143066,2691717
1143069,2650251
1143075,2698498
1143083,"2695685,2695780"
1143089,2558484
1143092,2662479
1143093,2380104
1143106,2433470
1143117,2524960
1143122,2610242
1143125,2672610
1143126,2358116
1143128,2615029
1143131,2343495
1143143,2333967
1143144,2695196
1143161,2650880
1143180,2632073
1143183,2697252
1143184,2550148
1143189,2684191
1143200,2695738
1143203,2509100
1143209,2562003
1143212,2428822
1143215,2691749
1143225,2650755
1143231,2332811
1143235,2662302
1143236,2323700
1143272,2548587
1143276,2696011
1143284,2663149
1143297,2238953
1143303,2637673
1143310,2595263
1143325,2630691
1143331,2572352
1143342,2320558
1143345,2613212
1143346,2515814
1143370,2685227
1143373,2628056
1143375,2570427
1143381,2636006
1143404,2699525
1143423,2484288
1143425,5006064
1143430,2438523
1143440,2280391
1143447,2489112
1143457,2328964
1143499,2645347
1143514,2660114
1143541,2675361
1143545,2555806
1143568,2633246
1143578,2403364
1143581,2660560
1143585,2660207
1143588,2682492
1143590,2644956
1143592,2491159
1143594,2669054
1143597,2611667
1143598,2668162
1143607,2312437
1143608,2522167
1143612,2411336
1143617,2486406
1143623,2658565
1143624,2602390
1143632,2681366
1143635,2551369
1143642,2633618
