id_convocatoria,cui
1020235,2554011
1020259,2633994
1020260,2633497
1020316,2599324
1020319,2452920
1020343,2322805
1020350,2586057
1020355,2503661
1020391,2608807
1020397,2560391
1020416,2570057
1020436,2634154
1020493,2594915
1020494,2623538
1020506,2160226
1020520,2303224
1020560,2462525
1020589,2194711
1020605,2574149
1020632,2463168
1020635,2550503
1020716,2581254
1020727,2548234
1020789,2638769
1020802,"2596050,6010294"
1020805,2381910
1020870,2631357
1020907,2194462
1020909,2546995
1020942,2403872
1020952,2562949
1020964,2246147
1021017,2542213
1021045,2627184
1021067,2593282
1021081,2503652
1021082,2489422
1021096,2468945
1021123,2490747
1021131,2489422
1021148,2593160
1021157,2550409
1021285,2614796
1021354,2635894
1021405,2215894
1021491,2572391
1021492,2632747
1021510,2616655
1021544,2624138
1021575,2512958
1021579,2634654
1021581,2642677
1021606,2525725
1021694,2507978
1021701,2610467
1021790,2543024
1021798,2215017
1021806,2585419
1021814,2629819
1021905,2559483
1021908,2525485
1021931,2604544
1021941,2604544
1021974,2566614
1021983,2561803
1021985,"2620377,2620980,2620981,2621007"
1022002,2558355
1022015,2468647
1022041,2615232
1022051,2361679
1022052,2540254
1022061,2381267
1022079,2536576
1022088,2606134
1022093,2328619
1022106,2437707
1022108,2600347
1022146,2435003
1022204,2195083
1022208,2561102
1022223,2555805
1022232,2453924
1022234,2507034
1022256,2550909
1022269,2608520
1022281,2576015
1022291,2501001
1022296,2632354
1022401,2569361
1022423,2471505
1022425,2284956
1022430,2619610
1022512,2151155
1022558,2578444
1022609,2326679
1022610,2558700
1022617,2574254
1022638,2590879
1022664,2323700
1022669,2569318
1022679,2626104
1022686,2532460
1022698,2567945
1022700,2547268
1022747,2186641
1022755,2332660
1022761,2537499
1022831,2479852
1022859,2606832
1022959,2637403
1022963,2613240
1023031,2245014
1023048,5005865
1023065,2329768
1023066,2573478
1023069,2601736
1023081,2195083
1023165,2246147
1023185,2307600
1023208,2435911
1023213,2614473
1023217,2571950
1023238,2623020
1023239,2622660
1023241,2611144
1023246,2566493
1023247,"2305717,2548804"
1023298,2492965
1023335,2594772
1023348,2570438
1023349,2622342
1023357,"2633151,2633154,2633156"
1023362,2589842
1023371,2292521
1023383,2620644
1023425,"2234945,2445733,2478557,2484474,2485597,2485914,2485915,2485916,2487730,2489229,2489366,2496607,2496978,2511928"
1023452,2560320
1023492,2599366
1023502,2556431
1023526,2496525
1023542,2078579
1023543,2487950
1023546,"2591048,2617094,2617106,2617286,2617454,2617690,2618301"
1023574,2487950
1023588,2544262
1023597,2576104
1023602,2487950
1023651,2610815
1023652,2605493
1023662,2295900
1023678,2551296
1023708,2600932
1023746,2487950
1023759,2552257
1023777,2513381
1023781,2613586
1023786,2412677
1023790,2572984
1023792,2553681
1023807,2414070
1023826,2516531
1023851,2627875
1023860,2539603
1023879,2577661
1023884,2460394
1023890,2635894
1023958,2551914
1023971,2522559
1024029,2462792
1024047,2595142
1024055,2146133
1024061,2628204
1024138,2523148
1024161,2614648
1024235,2632919
1024250,2520852
1024252,2554851
1024267,2334144
1024349,2526437
1024350,2379193
1024368,"2533403,2533418,2533432,2533441"
1024383,2610632
1024397,2573478
1024405,2572138
